CO_PROCEDIMENTO,CO_CID,ST_PRINCIPAL,DT_COMPETENCIA
0701010029,G930,S,202306
0701010029,G931,S,202306
0701010029,G932,S,202306
0701010029,G933,S,202306
0701010029,G934,S,202306
0701010029,G935,S,202306
0701010029,G936,S,202306
0701010029,G937,S,202306
0701010029,G938,S,202306
0701010029,G939,S,202306
0701010029,I10,S,202306
0701010029,I500,S,202306
0701010029,I671,S,202306
0701010029,I690,S,202306
0701010029,I694,S,202306
0701010029,I731,S,202306
0701010029,I739,S,202306
0701010029,M139,S,202306
0701010029,M160,S,202306
0701010029,M190,S,202306
0701010029,M199,S,202306
0701010029,M217,S,202306
0701010029,M412,S,202306
0701010029,M510,S,202306
0701010029,M541,S,202306
0701010029,M620,S,202306
0701010029,M910,S,202306
0701010029,M930,S,202306
0701010029,N180,S,202306
0701010029,P910,S,202306
0701010029,Q02,S,202306
0701010029,Q039,S,202306
0701010029,Q042,S,202306
0701010029,Q043,S,202306
0701010029,Q049,S,202306
0701010029,Q050,S,202306
0701010029,Q051,S,202306
0701010029,Q052,S,202306
0701010029,Q053,S,202306
0701010029,Q054,S,202306
0701010029,Q055,S,202306
0701010029,Q056,S,202306
0701010029,Q057,S,202306
0701010029,Q058,S,202306
0701010029,Q059,S,202306
0701010029,Q668,S,202306
0701010029,Q730,S,202306
0701010029,Q731,S,202306
0701010029,Q738,S,202306
0701010029,Q740,S,202306
0701010029,Q741,S,202306
0701010029,Q742,S,202306
0701010029,Q743,S,202306
0701010029,Q748,S,202306
0701010029,Q749,S,202306
0701010029,Q780,S,202306
0701010029,Q781,S,202306
0701010029,Q782,S,202306
0701010029,Q783,S,202306
0701010029,Q784,S,202306
0701010029,Q785,S,202306
0701010029,Q786,S,202306
0701010029,Q788,S,202306
0701010029,Q789,S,202306
0701010029,Q870,S,202306
0701010029,Q871,S,202306
0701010029,Q872,S,202306
0701010029,Q873,S,202306
0701010029,Q874,S,202306
0701010029,Q875,S,202306
0701010029,Q878,S,202306
0701010029,Q999,S,202306
0701010029,R268,S,202306
0701010029,S068,S,202306
0701010029,S069,S,202306
0701010029,S141,S,202306
0701010029,S241,S,202306
0701010029,S320,S,202306
0701010029,S340,S,202306
0701010029,S341,S,202306
0701010029,S342,S,202306
0701010029,S343,S,202306
0701010029,S344,S,202306
0701010029,S345,S,202306
0701010029,S346,S,202306
0701010029,S348,S,202306
0701010029,S383,S,202306
0701010029,S399,S,202306
0701010029,S720,S,202306
0701010029,S780,S,202306
0701010029,S781,S,202306
0701010029,S789,S,202306
0701010029,S880,S,202306
0701010029,S881,S,202306
0701010029,S889,S,202306
0701010029,S980,S,202306
0701010029,S981,S,202306
0701010029,S982,S,202306
0701010029,S983,S,202306
0701010029,S984,S,202306
0701010029,T08,S,202306
0701010029,T639,S,202306
0701010029,T650,S,202306
0701010029,T651,S,202306
0701010029,T652,S,202306
0701010029,T653,S,202306
0701010029,T654,S,202306
0701010029,T655,S,202306
0701010029,T656,S,202306
0701010029,T658,S,202306
0701010029,T659,S,202306
0701010029,T873,S,202306
0701010029,T905,S,202306
0701010029,T940,S,202306
0701010029,T941,S,202306
0701010029,T953,S,202306
0701010029,Z899,S,202306
0701010037,A303,S,202306
0701010037,A305,S,202306
0701010037,A309,S,202306
0701010037,A850,S,202306
0701010037,B91,S,202306
0701010037,B92,S,202306
0701010037,C61,S,202306
0701010037,C710,S,202306
0701010037,C711,S,202306
0701010037,C712,S,202306
0701010037,C713,S,202306
0701010037,C714,S,202306
0701010037,C715,S,202306
0701010037,C716,S,202306
0701010037,C717,S,202306
0701010037,C718,S,202306
0701010037,C719,S,202306
0701010037,E760,S,202306
0701010037,E761,S,202306
0701010037,E762,S,202306
0701010037,E763,S,202306
0701010037,E768,S,202306
0701010037,E769,S,202306
0701010037,F03,S,202306
0701010037,F710,S,202306
0701010037,F82,S,202306
0701010037,F840,S,202306
0701010037,F841,S,202306
0701010037,F842,S,202306
0701010037,F843,S,202306
0701010037,F844,S,202306
0701010037,F845,S,202306
0701010037,F848,S,202306
0701010037,F849,S,202306
0701010037,G09,S,202306
0701010037,G110,S,202306
0701010037,G111,S,202306
0701010037,G112,S,202306
0701010037,G113,S,202306
0701010037,G114,S,202306
0701010037,G118,S,202306
0701010037,G119,S,202306
0701010037,G120,S,202306
0701010037,G121,S,202306
0701010037,G122,S,202306
0701010037,G128,S,202306
0701010037,G129,S,202306
0701010037,G20,S,202306
0701010037,G210,S,202306
0701010037,G211,S,202306
0701010037,G212,S,202306
0701010037,G213,S,202306
0701010037,G218,S,202306
0701010037,G219,S,202306
0701010037,G379,S,202306
0701010037,G403,S,202306
0701010037,G409,S,202306
0701010037,G589,S,202306
0701010037,G600,S,202306
0701010037,G601,S,202306
0701010037,G602,S,202306
0701010037,G603,S,202306
0701010037,G608,S,202306
0701010037,G609,S,202306
0701010037,G629,S,202306
0701010037,G710,S,202306
0701010037,G711,S,202306
0701010037,G712,S,202306
0701010037,G713,S,202306
0701010037,G718,S,202306
0701010037,G719,S,202306
0701010037,G720,S,202306
0701010037,G721,S,202306
0701010037,G722,S,202306
0701010037,G723,S,202306
0701010037,G724,S,202306
0701010037,G728,S,202306
0701010037,G729,S,202306
0701010037,G800,S,202306
0701010037,G801,S,202306
0701010037,G802,S,202306
0701010037,G803,S,202306
0701010037,G804,S,202306
0701010037,G808,S,202306
0701010037,G809,S,202306
0701010037,G810,S,202306
0701010037,G811,S,202306
0701010037,G819,S,202306
0701010037,G820,S,202306
0701010037,G821,S,202306
0701010037,G822,S,202306
0701010037,G823,S,202306
0701010037,G824,S,202306
0701010037,G825,S,202306
0701010037,G830,S,202306
0701010037,G831,S,202306
0701010037,G832,S,202306
0701010037,G833,S,202306
0701010037,G834,S,202306
0701010037,G838,S,202306
0701010037,G839,S,202306
0701010037,G910,S,202306
0701010037,G930,S,202306
0701010037,G931,S,202306
0701010037,G932,S,202306
0701010037,G933,S,202306
0701010037,G934,S,202306
0701010037,G935,S,202306
0701010037,G936,S,202306
0701010037,G937,S,202306
0701010037,G938,S,202306
0701010037,G939,S,202306
0701010037,I10,S,202306
0701010037,I500,S,202306
0701010037,I671,S,202306
0701010037,I690,S,202306
0701010037,I694,S,202306
0701010037,I731,S,202306
0701010037,I739,S,202306
0701010037,M069,S,202306
0701010037,M139,S,202306
0701010037,M160,S,202306
0701010037,M190,S,202306
0701010037,M199,S,202306
0701010037,M217,S,202306
0701010037,M412,S,202306
0701010037,M510,S,202306
0701010037,M541,S,202306
0701010037,M620,S,202306
0701010037,M910,S,202306
0701010037,M930,S,202306
0701010037,N180,S,202306
0701010037,P910,S,202306
0701010037,Q02,S,202306
0701010037,Q039,S,202306
0701010037,Q042,S,202306
0701010037,Q043,S,202306
0701010037,Q049,S,202306
0701010037,Q050,S,202306
0701010037,Q051,S,202306
0701010037,Q052,S,202306
0701010037,Q053,S,202306
0701010037,Q054,S,202306
0701010037,Q055,S,202306
0701010037,Q056,S,202306
0701010037,Q057,S,202306
0701010037,Q058,S,202306
0701010037,Q059,S,202306
0701010037,Q668,S,202306
0701010037,Q730,S,202306
0701010037,Q731,S,202306
0701010037,Q738,S,202306
0701010037,Q740,S,202306
0701010037,Q741,S,202306
0701010037,Q742,S,202306
0701010037,Q743,S,202306
0701010037,Q748,S,202306
0701010037,Q749,S,202306
0701010037,Q780,S,202306
0701010037,Q781,S,202306
0701010037,Q782,S,202306
0701010037,Q783,S,202306
0701010037,Q784,S,202306
0701010037,Q785,S,202306
0701010037,Q786,S,202306
0701010037,Q788,S,202306
0701010037,Q789,S,202306
0701010037,Q870,S,202306
0701010037,Q871,S,202306
0701010037,Q872,S,202306
0701010037,Q873,S,202306
0701010037,Q874,S,202306
0701010037,Q875,S,202306
0701010037,Q878,S,202306
0701010037,Q999,S,202306
0701010037,R268,S,202306
0701010037,S068,S,202306
0701010037,S069,S,202306
0701010037,S141,S,202306
0701010037,S241,S,202306
0701010037,S320,S,202306
0701010037,S340,S,202306
0701010037,S341,S,202306
0701010037,S342,S,202306
0701010037,S343,S,202306
0701010037,S344,S,202306
0701010037,S345,S,202306
0701010037,S346,S,202306
0701010037,S348,S,202306
0701010037,S383,S,202306
0701010037,S399,S,202306
0701010037,S720,S,202306
0701010037,S780,S,202306
0701010037,S781,S,202306
0701010037,S789,S,202306
0701010037,S880,S,202306
0701010037,S881,S,202306
0701010037,S889,S,202306
0701010037,S980,S,202306
0701010037,S981,S,202306
0701010037,S982,S,202306
0701010037,S983,S,202306
0701010037,S984,S,202306
0701010037,T08,S,202306
0701010037,T093,S,202306
0701010037,T639,S,202306
0701010037,T650,S,202306
0701010037,T651,S,202306
0701010037,T652,S,202306
0701010037,T653,S,202306
0701010037,T654,S,202306
0701010037,T655,S,202306
0701010037,T656,S,202306
0701010037,T658,S,202306
0701010037,T659,S,202306
0701010037,T873,S,202306
0701010037,T903,S,202306
0701010037,T905,S,202306
0701010037,T913,S,202306
0701010037,T940,S,202306
0701010037,T941,S,202306
0701010037,T953,S,202306
0701010037,T959,S,202306
0701010037,Z899,S,202306
0701010045,A303,S,202306
0701010045,A305,S,202306
0701010045,A309,S,202306
0701010045,A850,S,202306
0701010045,B91,S,202306
0701010045,C61,S,202306
0701010045,C710,S,202306
0701010045,C711,S,202306
0701010045,C712,S,202306
0701010045,C713,S,202306
0701010045,C714,S,202306
0701010045,C715,S,202306
0701010045,C716,S,202306
0701010045,C717,S,202306
0701010045,C718,S,202306
0701010045,C719,S,202306
0701010045,E760,S,202306
0701010045,E761,S,202306
0701010045,E762,S,202306
0701010045,E763,S,202306
0701010045,E768,S,202306
0701010045,E769,S,202306
0701010045,F03,S,202306
0701010045,F710,S,202306
0701010045,F82,S,202306
0701010045,F840,S,202306
0701010045,F841,S,202306
0701010045,F842,S,202306
0701010045,F843,S,202306
0701010045,F844,S,202306
0701010045,F845,S,202306
0701010045,F848,S,202306
0701010045,F849,S,202306
0701010045,G09,S,202306
0701010045,G110,S,202306
0701010045,G111,S,202306
0701010045,G112,S,202306
0701010045,G113,S,202306
0701010045,G114,S,202306
0701010045,G118,S,202306
0701010045,G119,S,202306
0701010045,G120,S,202306
0701010045,G121,S,202306
0701010045,G122,S,202306
0701010045,G128,S,202306
0701010045,G129,S,202306
0701010045,G20,S,202306
0701010045,G210,S,202306
0701010045,G211,S,202306
0701010045,G212,S,202306
0701010045,G213,S,202306
0701010045,G218,S,202306
0701010045,G219,S,202306
0701010045,G379,S,202306
0701010045,G403,S,202306
0701010045,G404,S,202306
0701010045,G409,S,202306
0701010045,G600,S,202306
0701010045,G601,S,202306
0701010045,G602,S,202306
0701010045,G603,S,202306
0701010045,G608,S,202306
0701010045,G609,S,202306
0701010045,G629,S,202306
0701010045,G710,S,202306
0701010045,G711,S,202306
0701010045,G712,S,202306
0701010045,G713,S,202306
0701010045,G718,S,202306
0701010045,G719,S,202306
0701010045,G720,S,202306
0701010045,G721,S,202306
0701010045,G722,S,202306
0701010045,G723,S,202306
0701010045,G724,S,202306
0701010045,G728,S,202306
0701010045,G729,S,202306
0701010045,G800,S,202306
0701010045,G801,S,202306
0701010045,G802,S,202306
0701010045,G803,S,202306
0701010045,G804,S,202306
0701010045,G808,S,202306
0701010045,G809,S,202306
0701010045,G810,S,202306
0701010045,G811,S,202306
0701010045,G819,S,202306
0701010045,G820,S,202306
0701010045,G821,S,202306
0701010045,G822,S,202306
0701010045,G823,S,202306
0701010045,G824,S,202306
0701010045,G825,S,202306
0701010045,G830,S,202306
0701010045,G831,S,202306
0701010045,G832,S,202306
0701010045,G833,S,202306
0701010045,G834,S,202306
0701010045,G838,S,202306
0701010045,G839,S,202306
0701010045,G910,S,202306
0701010045,G930,S,202306
0701010045,G931,S,202306
0701010045,G932,S,202306
0701010045,G933,S,202306
0701010045,G934,S,202306
0701010045,G935,S,202306
0701010045,G936,S,202306
0701010045,G937,S,202306
0701010045,G938,S,202306
0701010045,G939,S,202306
0701010045,G959,S,202306
0701010045,I10,S,202306
0701010045,I500,S,202306
0701010045,I671,S,202306
0701010045,I690,S,202306
0701010045,I694,S,202306
0701010045,I731,S,202306
0701010045,I739,S,202306
0701010045,M139,S,202306
0701010045,M160,S,202306
0701010045,M190,S,202306
0701010045,M199,S,202306
0701010045,M217,S,202306
0701010045,M244,S,202306
0701010045,M412,S,202306
0701010045,M510,S,202306
0701010045,M541,S,202306
0701010045,M620,S,202306
0701010045,M910,S,202306
0701010045,M930,S,202306
0701010045,N180,S,202306
0701010045,P910,S,202306
0701010045,Q02,S,202306
0701010045,Q039,S,202306
0701010045,Q042,S,202306
0701010045,Q043,S,202306
0701010045,Q049,S,202306
0701010045,Q050,S,202306
0701010045,Q051,S,202306
0701010045,Q052,S,202306
0701010045,Q053,S,202306
0701010045,Q054,S,202306
0701010045,Q055,S,202306
0701010045,Q056,S,202306
0701010045,Q057,S,202306
0701010045,Q058,S,202306
0701010045,Q059,S,202306
0701010045,Q650,S,202306
0701010045,Q651,S,202306
0701010045,Q668,S,202306
0701010045,Q730,S,202306
0701010045,Q731,S,202306
0701010045,Q738,S,202306
0701010045,Q740,S,202306
0701010045,Q741,S,202306
0701010045,Q742,S,202306
0701010045,Q743,S,202306
0701010045,Q748,S,202306
0701010045,Q749,S,202306
0701010045,Q780,S,202306
0701010045,Q781,S,202306
0701010045,Q782,S,202306
0701010045,Q783,S,202306
0701010045,Q784,S,202306
0701010045,Q785,S,202306
0701010045,Q786,S,202306
0701010045,Q788,S,202306
0701010045,Q789,S,202306
0701010045,Q870,S,202306
0701010045,Q871,S,202306
0701010045,Q872,S,202306
0701010045,Q873,S,202306
0701010045,Q874,S,202306
0701010045,Q875,S,202306
0701010045,Q878,S,202306
0701010045,Q999,S,202306
0701010045,R268,S,202306
0701010045,S069,S,202306
0701010045,S141,S,202306
0701010045,S320,S,202306
0701010045,S340,S,202306
0701010045,S341,S,202306
0701010045,S342,S,202306
0701010045,S343,S,202306
0701010045,S344,S,202306
0701010045,S345,S,202306
0701010045,S346,S,202306
0701010045,S348,S,202306
0701010045,S399,S,202306
0701010045,S720,S,202306
0701010045,S730,S,202306
0701010045,S780,S,202306
0701010045,S781,S,202306
0701010045,S789,S,202306
0701010045,S880,S,202306
0701010045,S881,S,202306
0701010045,S889,S,202306
0701010045,S980,S,202306
0701010045,S981,S,202306
0701010045,S982,S,202306
0701010045,S983,S,202306
0701010045,S984,S,202306
0701010045,T08,S,202306
0701010045,T093,S,202306
0701010045,T639,S,202306
0701010045,T650,S,202306
0701010045,T651,S,202306
0701010045,T652,S,202306
0701010045,T653,S,202306
0701010045,T654,S,202306
0701010045,T655,S,202306
0701010045,T656,S,202306
0701010045,T658,S,202306
0701010045,T659,S,202306
0701010045,T873,S,202306
0701010045,T905,S,202306
0701010045,T913,S,202306
0701010045,T940,S,202306
0701010045,T941,S,202306
0701010045,T953,S,202306
0701010053,A305,S,202306
0701010053,A309,S,202306
0701010053,B91,S,202306
0701010053,B92,S,202306
0701010053,E145,S,202306
0701010053,G541,S,202306
0701010053,G570,S,202306
0701010053,G571,S,202306
0701010053,G572,S,202306
0701010053,G574,S,202306
0701010053,G576,S,202306
0701010053,G578,S,202306
0701010053,G579,S,202306
0701010053,G600,S,202306
0701010053,G629,S,202306
0701010053,G810,S,202306
0701010053,G811,S,202306
0701010053,G821,S,202306
0701010053,G822,S,202306
0701010053,G823,S,202306
0701010053,G824,S,202306
0701010053,G825,S,202306
0701010053,G959,S,202306
0701010053,G979,S,202306
0701010053,G98,S,202306
0701010053,I879,S,202306
0701010053,L84,S,202306
0701010053,L97,S,202306
0701010053,M069,S,202306
0701010053,M139,S,202306
0701010053,M146,S,202306
0701010053,M199,S,202306
0701010053,M213,S,202306
0701010053,M214,S,202306
0701010053,M216,S,202306
0701010053,M800,S,202306
0701010053,M801,S,202306
0701010053,M802,S,202306
0701010053,M803,S,202306
0701010053,M804,S,202306
0701010053,M805,S,202306
0701010053,Q050,S,202306
0701010053,Q051,S,202306
0701010053,Q052,S,202306
0701010053,Q053,S,202306
0701010053,Q054,S,202306
0701010053,Q055,S,202306
0701010053,Q056,S,202306
0701010053,Q057,S,202306
0701010053,Q058,S,202306
0701010053,Q661,S,202306
0701010053,Q662,S,202306
0701010053,Q664,S,202306
0701010053,Q665,S,202306
0701010053,S920,S,202306
0701010053,S921,S,202306
0701010053,S922,S,202306
0701010053,S923,S,202306
0701010053,S924,S,202306
0701010053,S925,S,202306
0701010053,S969,S,202306
0701010053,S970,S,202306
0701010053,S971,S,202306
0701010053,S978,S,202306
0701010053,S981,S,202306
0701010053,S982,S,202306
0701010053,S983,S,202306
0701010053,S984,S,202306
0701010053,T953,S,202306
0701010061,A305,S,202306
0701010061,A309,S,202306
0701010061,B91,S,202306
0701010061,B92,S,202306
0701010061,G570,S,202306
0701010061,G571,S,202306
0701010061,G572,S,202306
0701010061,G573,S,202306
0701010061,G574,S,202306
0701010061,G575,S,202306
0701010061,G576,S,202306
0701010061,G578,S,202306
0701010061,G579,S,202306
0701010061,G589,S,202306
0701010061,G810,S,202306
0701010061,G811,S,202306
0701010061,G819,S,202306
0701010061,G820,S,202306
0701010061,G979,S,202306
0701010061,G98,S,202306
0701010061,I830,S,202306
0701010061,I879,S,202306
0701010061,L84,S,202306
0701010061,L97,S,202306
0701010061,L984,S,202306
0701010061,M069,S,202306
0701010061,M130,S,202306
0701010061,M131,S,202306
0701010061,M138,S,202306
0701010061,M139,S,202306
0701010061,M190,S,202306
0701010061,M191,S,202306
0701010061,M192,S,202306
0701010061,M198,S,202306
0701010061,M214,S,202306
0701010061,M216,S,202306
0701010061,M800,S,202306
0701010061,M801,S,202306
0701010061,M802,S,202306
0701010061,M803,S,202306
0701010061,M804,S,202306
0701010061,M805,S,202306
0701010061,M811,S,202306
0701010061,M813,S,202306
0701010061,M814,S,202306
0701010061,M815,S,202306
0701010061,M816,S,202306
0701010061,M819,S,202306
0701010061,Q050,S,202306
0701010061,Q051,S,202306
0701010061,Q052,S,202306
0701010061,Q053,S,202306
0701010061,Q054,S,202306
0701010061,Q055,S,202306
0701010061,Q056,S,202306
0701010061,Q057,S,202306
0701010061,Q058,S,202306
0701010061,Q660,S,202306
0701010061,Q661,S,202306
0701010061,Q662,S,202306
0701010061,Q664,S,202306
0701010061,S920,S,202306
0701010061,S921,S,202306
0701010061,S922,S,202306
0701010061,S923,S,202306
0701010061,S924,S,202306
0701010061,S925,S,202306
0701010061,S927,S,202306
0701010061,S929,S,202306
0701010061,S967,S,202306
0701010061,S969,S,202306
0701010061,S970,S,202306
0701010061,S971,S,202306
0701010061,S978,S,202306
0701010061,S982,S,202306
0701010061,S983,S,202306
0701010061,T093,S,202306
0701010061,T953,S,202306
0701010070,A305,S,202306
0701010070,A309,S,202306
0701010070,B91,S,202306
0701010070,B92,S,202306
0701010070,E643,S,202306
0701010070,G570,S,202306
0701010070,G571,S,202306
0701010070,G572,S,202306
0701010070,G573,S,202306
0701010070,G574,S,202306
0701010070,G575,S,202306
0701010070,G576,S,202306
0701010070,G578,S,202306
0701010070,G579,S,202306
0701010070,G589,S,202306
0701010070,G810,S,202306
0701010070,G811,S,202306
0701010070,G819,S,202306
0701010070,G820,S,202306
0701010070,G821,S,202306
0701010070,G822,S,202306
0701010070,G823,S,202306
0701010070,G824,S,202306
0701010070,G825,S,202306
0701010070,G979,S,202306
0701010070,G98,S,202306
0701010070,I830,S,202306
0701010070,I879,S,202306
0701010070,L84,S,202306
0701010070,L97,S,202306
0701010070,L984,S,202306
0701010070,M069,S,202306
0701010070,M130,S,202306
0701010070,M131,S,202306
0701010070,M138,S,202306
0701010070,M139,S,202306
0701010070,M190,S,202306
0701010070,M191,S,202306
0701010070,M192,S,202306
0701010070,M198,S,202306
0701010070,M214,S,202306
0701010070,M216,S,202306
0701010070,M217,S,202306
0701010070,S927,S,202306
0701010070,S929,S,202306
0701010070,S967,S,202306
0701010070,S969,S,202306
0701010070,S978,S,202306
0701010070,S982,S,202306
0701010070,S983,S,202306
0701010070,T093,S,202306
0701010070,T953,S,202306
0701010088,A305,S,202306
0701010088,A309,S,202306
0701010088,B91,S,202306
0701010088,B92,S,202306
0701010088,D169,S,202306
0701010088,G570,S,202306
0701010088,G571,S,202306
0701010088,G572,S,202306
0701010088,G573,S,202306
0701010088,G574,S,202306
0701010088,G575,S,202306
0701010088,G576,S,202306
0701010088,G578,S,202306
0701010088,G579,S,202306
0701010088,G589,S,202306
0701010088,G819,S,202306
0701010088,G820,S,202306
0701010088,G821,S,202306
0701010088,G822,S,202306
0701010088,G823,S,202306
0701010088,G824,S,202306
0701010088,G825,S,202306
0701010088,G979,S,202306
0701010088,G98,S,202306
0701010088,I879,S,202306
0701010088,L84,S,202306
0701010088,L97,S,202306
0701010088,L984,S,202306
0701010088,M069,S,202306
0701010088,M130,S,202306
0701010088,M131,S,202306
0701010088,M138,S,202306
0701010088,M139,S,202306
0701010088,M190,S,202306
0701010088,M191,S,202306
0701010088,M192,S,202306
0701010088,M198,S,202306
0701010088,M214,S,202306
0701010088,M216,S,202306
0701010088,M217,S,202306
0701010088,M219,S,202306
0701010088,M800,S,202306
0701010088,M801,S,202306
0701010088,M802,S,202306
0701010088,M803,S,202306
0701010088,M804,S,202306
0701010088,M805,S,202306
0701010088,M811,S,202306
0701010088,M813,S,202306
0701010088,M814,S,202306
0701010088,M815,S,202306
0701010088,M816,S,202306
0701010088,M819,S,202306
0701010088,Q050,S,202306
0701010088,Q051,S,202306
0701010088,Q052,S,202306
0701010088,Q053,S,202306
0701010088,Q054,S,202306
0701010088,Q055,S,202306
0701010088,Q056,S,202306
0701010088,Q057,S,202306
0701010088,Q058,S,202306
0701010088,Q660,S,202306
0701010088,Q661,S,202306
0701010088,Q662,S,202306
0701010088,Q664,S,202306
0701010088,Q666,S,202306
0701010088,Q668,S,202306
0701010088,Q669,S,202306
0701010088,Q729,S,202306
0701010088,S720,S,202306
0701010088,S723,S,202306
0701010088,S822,S,202306
0701010088,S920,S,202306
0701010088,S921,S,202306
0701010088,S922,S,202306
0701010088,S923,S,202306
0701010088,S924,S,202306
0701010088,S925,S,202306
0701010088,S927,S,202306
0701010088,S929,S,202306
0701010088,S967,S,202306
0701010088,S969,S,202306
0701010088,S970,S,202306
0701010088,S971,S,202306
0701010088,S978,S,202306
0701010088,S982,S,202306
0701010088,S983,S,202306
0701010088,T953,S,202306
0701010096,A305,S,202306
0701010096,A309,S,202306
0701010096,B91,S,202306
0701010096,B92,S,202306
0701010096,D169,S,202306
0701010096,G570,S,202306
0701010096,G571,S,202306
0701010096,G572,S,202306
0701010096,G573,S,202306
0701010096,G574,S,202306
0701010096,G575,S,202306
0701010096,G576,S,202306
0701010096,G578,S,202306
0701010096,G579,S,202306
0701010096,G810,S,202306
0701010096,G811,S,202306
0701010096,G819,S,202306
0701010096,G820,S,202306
0701010096,G821,S,202306
0701010096,G822,S,202306
0701010096,G823,S,202306
0701010096,G824,S,202306
0701010096,G825,S,202306
0701010096,G979,S,202306
0701010096,G98,S,202306
0701010096,I879,S,202306
0701010096,L84,S,202306
0701010096,L97,S,202306
0701010096,L984,S,202306
0701010096,M069,S,202306
0701010096,M130,S,202306
0701010096,M131,S,202306
0701010096,M138,S,202306
0701010096,M139,S,202306
0701010096,M190,S,202306
0701010096,M191,S,202306
0701010096,M192,S,202306
0701010096,M198,S,202306
0701010096,M214,S,202306
0701010096,M216,S,202306
0701010096,M217,S,202306
0701010096,M219,S,202306
0701010096,M800,S,202306
0701010096,M801,S,202306
0701010096,M802,S,202306
0701010096,M803,S,202306
0701010096,M804,S,202306
0701010096,M805,S,202306
0701010096,M811,S,202306
0701010096,M813,S,202306
0701010096,M814,S,202306
0701010096,M815,S,202306
0701010096,M816,S,202306
0701010096,M819,S,202306
0701010096,Q050,S,202306
0701010096,Q051,S,202306
0701010096,Q052,S,202306
0701010096,Q053,S,202306
0701010096,Q054,S,202306
0701010096,Q055,S,202306
0701010096,Q056,S,202306
0701010096,Q057,S,202306
0701010096,Q058,S,202306
0701010096,Q660,S,202306
0701010096,Q661,S,202306
0701010096,Q662,S,202306
0701010096,Q664,S,202306
0701010096,Q666,S,202306
0701010096,Q668,S,202306
0701010096,Q669,S,202306
0701010096,Q729,S,202306
0701010096,S720,S,202306
0701010096,S723,S,202306
0701010096,S822,S,202306
0701010096,S920,S,202306
0701010096,S921,S,202306
0701010096,S922,S,202306
0701010096,S923,S,202306
0701010096,S924,S,202306
0701010096,S925,S,202306
0701010096,S927,S,202306
0701010096,S929,S,202306
0701010096,S967,S,202306
0701010096,S969,S,202306
0701010096,S970,S,202306
0701010096,S971,S,202306
0701010096,S978,S,202306
0701010096,S982,S,202306
0701010096,S983,S,202306
0701010096,T953,S,202306
0701010100,F790,S,202306
0701010100,F791,S,202306
0701010100,F798,S,202306
0701010100,F799,S,202306
0701010100,F840,S,202306
0701010100,F841,S,202306
0701010100,F842,S,202306
0701010100,F843,S,202306
0701010100,F844,S,202306
0701010100,F845,S,202306
0701010100,F848,S,202306
0701010100,F849,S,202306
0701010100,G629,S,202306
0701010100,G710,S,202306
0701010100,G711,S,202306
0701010100,G712,S,202306
0701010100,G713,S,202306
0701010100,G718,S,202306
0701010100,G719,S,202306
0701010100,G720,S,202306
0701010100,G721,S,202306
0701010100,G722,S,202306
0701010100,G723,S,202306
0701010100,G724,S,202306
0701010100,G728,S,202306
0701010100,G729,S,202306
0701010100,G802,S,202306
0701010100,G803,S,202306
0701010100,G804,S,202306
0701010100,G810,S,202306
0701010100,G811,S,202306
0701010100,G819,S,202306
0701010100,G822,S,202306
0701010100,G824,S,202306
0701010100,G830,S,202306
0701010100,G831,S,202306
0701010100,G832,S,202306
0701010100,G833,S,202306
0701010100,G834,S,202306
0701010100,G838,S,202306
0701010100,G839,S,202306
0701010100,G959,S,202306
0701010100,M069,S,202306
0701010100,M139,S,202306
0701010100,M244,S,202306
0701010100,Q050,S,202306
0701010100,Q051,S,202306
0701010100,Q052,S,202306
0701010100,Q053,S,202306
0701010100,Q054,S,202306
0701010100,Q055,S,202306
0701010100,Q056,S,202306
0701010100,Q057,S,202306
0701010100,Q058,S,202306
0701010100,Q650,S,202306
0701010100,Q651,S,202306
0701010100,Q730,S,202306
0701010100,Q731,S,202306
0701010100,Q738,S,202306
0701010100,Q740,S,202306
0701010100,Q741,S,202306
0701010100,Q742,S,202306
0701010100,Q743,S,202306
0701010100,Q748,S,202306
0701010100,Q749,S,202306
0701010100,Q780,S,202306
0701010100,Q781,S,202306
0701010100,Q782,S,202306
0701010100,Q783,S,202306
0701010100,Q784,S,202306
0701010100,Q785,S,202306
0701010100,Q786,S,202306
0701010100,Q788,S,202306
0701010100,Q789,S,202306
0701010100,Q850,S,202306
0701010100,Q851,S,202306
0701010100,Q858,S,202306
0701010100,Q859,S,202306
0701010100,Q870,S,202306
0701010100,Q871,S,202306
0701010100,Q872,S,202306
0701010100,Q873,S,202306
0701010100,Q874,S,202306
0701010100,Q875,S,202306
0701010100,Q878,S,202306
0701010100,Q899,S,202306
0701010100,Q999,S,202306
0701010100,R268,S,202306
0701010100,R629,S,202306
0701010100,S069,S,202306
0701010100,S141,S,202306
0701010100,S220,S,202306
0701010100,S221,S,202306
0701010100,S222,S,202306
0701010100,S223,S,202306
0701010100,S224,S,202306
0701010100,S225,S,202306
0701010100,S228,S,202306
0701010100,S229,S,202306
0701010100,S241,S,202306
0701010100,S340,S,202306
0701010100,S342,S,202306
0701010100,S343,S,202306
0701010100,S344,S,202306
0701010100,S345,S,202306
0701010100,S346,S,202306
0701010100,S348,S,202306
0701010100,S731,S,202306
0701010100,S780,S,202306
0701010100,T093,S,202306
0701010100,T905,S,202306
0701010100,T913,S,202306
0701010118,A303,S,202306
0701010118,A305,S,202306
0701010118,A309,S,202306
